amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
832.61,0,2328,1,77.0,12,2019,0.368,0.809,0,0,0,0,0,0,0,1,0,0,0,0,0
49.47,0,118,1,62.0,12,2019,0.886,0.269,0,0,0,0,0,0,0,0,1,0,0,0,0
989.37,0,1201,1,39.0,12,2019,0.468,0.53,0,0,0,0,0,0,0,0,0,0,0,1,0
8.73,0,2303,1,32.0,12,2019,0.369,0.758,0,0,0,0,0,0,0,0,0,0,0,0,1
43.04,0,118,1,62.0,12,2019,0.175,0.843,0,0,0,0,0,0,0,0,0,1,0,0,0
122.94,0,2303,1,32.0,12,2019,0.501,0.807,1,0,0,0,0,0,0,0,0,0,0,0,0
15.18,0,1490,1,28.0,12,2019,0.602,0.288,0,0,0,0,1,0,0,0,0,0,0,0,0
22.36,0,2328,1,77.0,12,2019,0.136,0.78,0,0,0,0,1,0,0,0,0,0,0,0,0
339.79,0,118,1,62.0,12,2019,0.639,0.225,0,0,0,1,0,0,0,0,0,0,0,0,0
652.05,0,1201,1,39.0,12,2019,0.321,0.478,0,0,0,0,0,0,0,0,0,0,0,1,0
23.2,0,1201,1,39.0,12,2019,0.419,0.014,0,0,0,0,0,0,1,0,0,0,0,0,0
302.26,0,118,1,62.0,12,2019,0.678,0.612,0,0,0,1,0,0,0,0,0,0,0,0,0
589.11,0,118,1,62.0,12,2019,0.801,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0
51.5,0,118,1,62.0,12,2019,0.13,0.265,0,0,0,0,0,0,0,0,0,1,0,0,0
284.46,0,4984,1,67.0,12,2019,0.647,0.913,0,0,0,1,0,0,0,0,0,0,0,0,0
300.93,0,4984,1,67.0,12,2019,0.174,0.882,0,0,0,1,0,0,0,0,0,0,0,0,0
285.35,0,4984,1,67.0,12,2019,0.042,0.109,0,0,0,1,0,0,0,0,0,0,0,0,0
20.3,0,2328,1,77.0,12,2019,0.909,0.537,0,1,0,0,0,0,0,0,0,0,0,0,0
887.35,0,5760,1,41.0,12,2019,0.186,0.235,0,0,0,0,0,0,0,0,0,0,1,0,0
15.84,1,805,1,49.0,12,2019,0.416,0.038,0,0,1,0,0,0,0,0,0,0,0,0,0
19.66,1,805,1,49.0,12,2019,0.764,0.489,0,1,0,0,0,0,0,0,0,0,0,0,0
353.14,0,118,1,62.0,12,2019,0.971,0.296,0,0,0,1,0,0,0,0,0,0,0,0,0
7.14,0,4984,1,67.0,12,2019,0.127,0.111,0,1,0,0,0,0,0,0,0,0,0,0,0
9.15,0,4984,1,67.0,12,2019,0.889,0.937,0,1,0,0,0,0,0,0,0,0,0,0,0
961.7,0,1490,1,28.0,12,2019,0.211,0.614,0,0,0,0,0,0,0,0,0,0,0,1,0
316.31,1,2623,1,53.0,12,2019,0.492,0.462,0,0,0,1,0,0,0,0,0,0,0,0,0
765.93,0,4984,1,67.0,12,2019,0.911,0.045,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,0,4984,1,67.0,12,2019,0.163,0.922,0,0,0,0,0,0,0,0,0,1,0,0,0
1050.27,1,2623,1,53.0,12,2019,0.551,0.241,0,0,0,0,0,0,0,0,0,0,0,1,0
1122.93,0,2328,1,77.0,12,2019,0.784,0.769,0,0,0,0,0,0,0,0,0,0,1,0,0
328.02,1,2623,1,53.0,12,2019,0.714,0.026,0,0,0,1,0,0,0,0,0,0,0,0,0
7.84,1,2623,1,53.0,12,2019,0.978,0.87,0,0,0,0,0,0,0,0,0,0,0,0,1
1031.45,1,2623,1,53.0,12,2019,0.56,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0
319.76,0,118,1,62.0,12,2019,0.828,0.025,0,0,0,1,0,0,0,0,0,0,0,0,0
443.25,1,805,1,49.0,12,2019,0.212,0.113,0,0,0,0,0,1,0,0,0,0,0,0,0
1166.02,1,805,1,49.0,12,2019,0.737,0.496,0,0,0,0,0,0,0,0,0,0,1,0,0
23.43,0,1490,1,28.0,12,2019,0.496,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0
725.12,1,2623,1,53.0,12,2019,0.553,0.374,0,0,0,0,0,0,0,1,0,0,0,0,0
274.6,0,5760,1,41.0,12,2019,0.24,0.93,0,0,0,0,0,1,0,0,0,0,0,0,0
345.48,1,805,1,49.0,12,2019,0.751,0.677,0,0,0,1,0,0,0,0,0,0,0,0,0
315.77,0,2328,1,77.0,12,2019,0.856,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0
1023.02,0,118,1,62.0,12,2019,0.235,0.615,0,0,0,0,0,0,0,0,0,0,1,0,0
917.12,0,4984,1,67.0,12,2019,0.744,0.207,0,0,0,0,0,0,0,1,0,0,0,0,0
864.17,0,118,1,62.0,12,2019,0.488,0.23,0,0,0,0,0,0,0,1,0,0,0,0,0
1115.5,0,4984,1,67.0,12,2019,0.211,0.563,0,0,0,0,0,0,0,0,0,0,1,0,0
408.6,1,2623,1,53.0,12,2019,0.44,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0
772.44,0,118,1,62.0,12,2019,0.954,0.459,0,0,0,0,0,0,0,0,0,0,0,1,0
537.22,1,805,1,49.0,12,2019,0.656,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0
961.03,0,2328,1,77.0,12,2019,0.047,0.676,0,0,0,0,0,0,0,0,0,0,1,0,0
751.78,0,118,1,62.0,12,2019,0.769,0.637,0,0,0,0,0,0,0,1,0,0,0,0,0
846.92,1,805,1,49.0,12,2019,0.447,0.64,0,0,0,0,0,0,0,0,0,0,0,1,0
1039.01,0,118,1,62.0,12,2019,0.678,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0
1010.05,1,805,1,49.0,12,2019,0.944,0.702,0,0,0,0,0,0,0,0,0,0,1,0,0
997.29,0,118,1,62.0,12,2019,0.68,0.127,0,0,0,0,0,0,0,0,0,0,1,0,0
300.81,1,2623,1,53.0,12,2019,0.564,0.376,0,0,0,1,0,0,0,0,0,0,0,0,0
367.59,1,805,1,49.0,12,2019,0.051,0.395,0,0,0,1,0,0,0,0,0,0,0,0,0
291.88,0,4984,1,67.0,12,2019,0.812,0.506,0,0,0,1,0,0,0,0,0,0,0,0,0
686.71,0,1847,1,31.0,12,2019,0.804,0.436,0,0,0,0,0,0,0,0,1,0,0,0,0
948.34,0,1847,1,31.0,12,2019,0.755,0.398,0,0,0,0,0,0,0,1,0,0,0,0,0
101.57,0,5760,1,41.0,12,2019,0.262,0.801,1,0,0,0,0,0,0,0,0,0,0,0,0
349.44,0,5760,1,41.0,12,2019,0.785,0.166,0,0,0,1,0,0,0,0,0,0,0,0,0
1074.66,1,419,1,29.0,12,2019,0.909,0.834,0,0,0,0,0,0,0,0,0,0,1,0,0
849.01,1,805,1,49.0,12,2019,0.977,0.982,0,0,0,0,0,0,0,1,0,0,0,0,0
21.52,0,5760,1,41.0,12,2019,0.115,0.076,0,0,0,0,0,0,1,0,0,0,0,0,0
1097.42,1,2623,1,53.0,12,2019,0.06,0.657,0,0,0,0,0,0,0,0,0,0,1,0,0
876.9,1,805,1,49.0,12,2019,0.151,0.051,0,0,0,0,0,0,0,0,0,0,1,0,0
737.77,1,805,1,49.0,12,2019,0.737,0.761,0,0,0,0,0,0,0,0,0,0,0,1,0
971.76,1,2623,1,53.0,12,2019,0.287,0.072,0,0,0,0,0,0,0,0,0,0,1,0,0
289.87,1,419,1,29.0,12,2019,0.68,0.013,0,0,0,1,0,0,0,0,0,0,0,0,0
17.48,0,1847,1,31.0,12,2019,0.223,0.538,0,0,0,0,0,0,1,0,0,0,0,0,0
799.71,0,4984,1,67.0,12,2019,0.036,0.543,0,0,0,0,0,0,0,1,0,0,0,0,0
23.12,1,419,1,29.0,12,2019,0.7,0.471,0,0,0,0,1,0,0,0,0,0,0,0,0
110.89,1,419,1,29.0,12,2019,0.627,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0
829.32,1,2623,1,53.0,12,2019,0.477,0.472,0,0,0,0,0,0,0,1,0,0,0,0,0
299.4,0,4984,1,67.0,12,2019,0.126,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0
18.16,0,1847,1,31.0,12,2019,0.137,0.273,0,0,0,0,1,0,0,0,0,0,0,0,0
336.91,1,419,1,29.0,12,2019,0.014,0.919,0,0,0,1,0,0,0,0,0,0,0,0,0
990.92,1,419,1,29.0,12,2019,0.318,0.441,0,0,0,0,0,0,0,0,0,0,1,0,0
875.31,1,805,1,49.0,12,2019,0.505,0.003,0,0,0,0,0,0,0,1,0,0,0,0,0
1161.02,0,1847,1,31.0,12,2019,0.922,0.725,0,0,0,0,0,0,0,0,0,0,1,0,0
283.56,1,419,1,29.0,12,2019,0.255,0.665,0,0,0,1,0,0,0,0,0,0,0,0,0
352.32,0,1847,1,31.0,12,2019,0.242,0.963,0,0,0,1,0,0,0,0,0,0,0,0,0
285.92,1,419,1,29.0,12,2019,0.028,0.426,0,0,0,1,0,0,0,0,0,0,0,0,0
21.01,1,419,1,29.0,12,2019,0.545,0.832,0,0,0,0,0,0,1,0,0,0,0,0,0
997.13,1,419,1,29.0,12,2019,0.289,0.713,0,0,0,0,0,0,0,0,0,0,1,0,0
771.42,0,1847,1,31.0,12,2019,0.278,0.548,0,0,0,0,0,0,0,0,0,0,0,1,0
883.87,1,419,1,29.0,12,2019,0.298,0.322,0,0,0,0,0,0,0,0,0,0,1,0,0
226.82,0,1847,1,31.0,12,2019,0.499,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0
883.36,1,419,1,29.0,12,2019,0.077,0.029,0,0,0,0,0,0,0,0,0,0,1,0,0
1065.98,1,419,1,29.0,12,2019,0.451,0.455,0,0,0,0,0,0,0,0,0,0,1,0,0
834.24,0,910148,1,44.0,12,2019,0.597,0.039,0,0,0,0,0,0,0,0,0,0,0,1,0
953.76,0,910148,1,44.0,12,2019,0.042,0.059,0,0,0,0,0,0,0,0,0,0,1,0,0
951.41,0,910148,1,44.0,12,2019,0.024,0.993,0,0,0,0,0,0,0,0,0,0,1,0,0
107.36,0,190249,1,43.0,12,2019,0.601,0.726,1,0,0,0,0,0,0,0,0,0,0,0,0
355.27,1,450,1,73.0,12,2019,0.67,0.144,0,0,0,1,0,0,0,0,0,0,0,0,0
6.43,0,190249,1,43.0,12,2019,0.636,0.152,0,0,0,0,0,0,0,0,1,0,0,0,0
1024.16,0,190249,1,43.0,12,2019,0.182,0.305,0,0,0,0,0,0,0,0,0,0,1,0,0
323.91,1,450,1,73.0,12,2019,0.46,0.061,0,0,0,1,0,0,0,0,0,0,0,0,0
9.82,0,181438,1,85.0,12,2019,0.582,0.287,0,1,0,0,0,0,0,0,0,0,0,0,0
913.18,0,106,1,36.0,12,2019,0.238,0.524,0,0,0,0,0,0,0,0,0,0,0,1,0
883.7,0,106,1,36.0,12,2019,0.013,0.066,0,0,0,0,0,0,0,0,1,0,0,0,0
871.53,0,190249,1,43.0,12,2019,0.183,0.119,0,0,0,0,0,0,0,0,0,0,0,1,0
499.28,0,190249,1,43.0,12,2019,0.913,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0
981.17,0,910148,1,44.0,12,2019,0.18,0.178,0,0,0,0,0,0,0,0,0,0,1,0,0
365.86,0,190249,1,43.0,12,2019,0.51,0.979,0,0,0,1,0,0,0,0,0,0,0,0,0
14.05,0,181438,1,85.0,12,2019,0.113,0.896,0,1,0,0,0,0,0,0,0,0,0,0,0
21.67,0,910148,1,44.0,12,2019,0.788,0.393,0,0,0,0,0,0,0,0,0,1,0,0,0
22.52,0,190249,1,43.0,12,2019,0.646,0.736,0,0,0,0,0,0,1,0,0,0,0,0,0
218.02,0,910148,1,44.0,12,2019,0.218,0.584,0,0,0,0,0,1,0,0,0,0,0,0,0
780.81,1,450,1,73.0,12,2019,0.263,0.187,0,0,0,0,0,0,0,0,0,0,0,1,0
6.63,1,450,1,73.0,12,2019,0.242,0.369,0,0,0,0,0,0,1,0,0,0,0,0,0
105.9,0,190249,1,43.0,12,2019,0.417,0.486,1,0,0,0,0,0,0,0,0,0,0,0,0
17.95,0,106,1,36.0,12,2019,0.804,0.139,0,0,0,0,1,0,0,0,0,0,0,0,0
19.26,0,190249,1,43.0,12,2019,0.173,0.192,0,0,0,0,0,0,1,0,0,0,0,0,0
296.61,0,190249,1,43.0,12,2019,0.589,0.522,0,0,0,0,0,1,0,0,0,0,0,0,0
310.79,1,190178,1,46.0,12,2019,0.598,0.625,0,0,0,1,0,0,0,0,0,0,0,0,0
319.51,1,190178,1,46.0,12,2019,0.968,0.255,0,0,0,1,0,0,0,0,0,0,0,0,0
772.39,0,1749,1,46.0,12,2019,0.62,0.657,0,0,0,0,0,0,0,1,0,0,0,0,0
325.1,0,106,1,36.0,12,2019,0.772,0.979,0,0,0,1,0,0,0,0,0,0,0,0,0
327.01,1,471,1,78.0,12,2019,0.51,0.977,0,0,0,1,0,0,0,0,0,0,0,0,0
296.31,0,181438,1,85.0,12,2019,0.858,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0
341.14,0,181438,1,85.0,12,2019,0.489,0.825,0,0,0,1,0,0,0,0,0,0,0,0,0
333.29,1,190178,1,46.0,12,2019,0.564,0.78,0,0,0,1,0,0,0,0,0,0,0,0,0
941.83,0,106,1,36.0,12,2019,0.017,0.065,0,0,0,0,0,0,0,0,0,0,1,0,0
764.95,0,1749,1,46.0,12,2019,0.932,0.459,0,0,0,0,0,0,0,0,0,0,0,1,0
17.09,1,471,1,78.0,12,2019,0.756,0.765,0,1,0,0,0,0,0,0,0,0,0,0,0
893.18,1,190178,1,46.0,12,2019,0.719,0.701,0,0,0,0,0,0,0,1,0,0,0,0,0
9.94,0,106,1,36.0,12,2019,0.233,0.628,0,1,0,0,0,0,0,0,0,0,0,0,0
279.46,1,471,1,78.0,12,2019,0.384,0.961,0,0,0,1,0,0,0,0,0,0,0,0,0
20.14,0,1749,1,46.0,12,2019,0.861,0.713,0,0,0,0,0,0,1,0,0,0,0,0,0
6.51,1,471,1,78.0,12,2019,0.513,0.201,0,0,0,0,0,0,1,0,0,0,0,0,0
7.27,1,471,1,78.0,12,2019,0.479,0.985,0,0,0,0,0,0,1,0,0,0,0,0,0
21.97,0,181438,1,85.0,12,2019,0.277,0.122,0,0,0,0,1,0,0,0,0,0,0,0,0
945.4,1,190178,1,46.0,12,2019,0.408,0.734,0,0,0,0,0,0,0,0,0,0,1,0,0
19.17,1,190178,1,46.0,12,2019,0.759,0.548,0,0,0,0,1,0,0,0,0,0,0,0,0
817.89,0,181438,1,85.0,12,2019,0.748,0.223,0,0,0,0,0,0,0,0,0,0,0,1,0
313.53,0,181438,1,85.0,12,2019,0.631,0.833,0,0,0,1,0,0,0,0,0,0,0,0,0
18.15,0,1749,1,46.0,12,2019,0.381,0.146,0,0,0,0,1,0,0,0,0,0,0,0,0
1028.72,0,1749,1,46.0,12,2019,0.321,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0
18.8,0,1749,1,46.0,12,2019,0.845,0.704,0,0,0,0,0,0,0,0,0,1,0,0,0
21.29,0,106,1,36.0,12,2019,0.387,0.91,0,0,0,0,1,0,0,0,0,0,0,0,0
298.13,0,1749,1,46.0,12,2019,0.036,0.222,0,0,0,0,0,1,0,0,0,0,0,0,0
577.6,0,1749,1,46.0,12,2019,0.133,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0
510.95,0,1749,1,46.0,12,2019,0.595,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0
818.71,0,181438,1,85.0,12,2019,0.814,0.501,0,0,0,0,0,0,0,1,0,0,0,0,0
883.49,0,181438,1,85.0,12,2019,0.699,0.606,0,0,0,0,0,0,0,0,0,0,0,1,0
262.93,0,106,1,36.0,12,2019,0.216,0.316,0,0,0,0,0,1,0,0,0,0,0,0,0
524.53,1,190178,1,46.0,12,2019,0.552,0.716,0,0,0,0,0,0,0,0,0,0,0,0,0
325.59,0,1749,1,46.0,12,2019,0.515,0.068,0,0,0,1,0,0,0,0,0,0,0,0,0
813.21,1,190178,1,46.0,12,2019,0.431,0.123,0,0,0,0,0,0,0,1,0,0,0,0,0
818.45,1,190178,1,46.0,12,2019,0.245,0.527,0,0,0,0,0,0,0,1,0,0,0,0,0
698.6,0,1749,1,46.0,12,2019,0.346,0.674,0,0,0,0,0,0,0,1,0,0,0,0,0
20.86,1,471,1,78.0,12,2019,0.563,0.57,0,1,0,0,0,0,0,0,0,0,0,0,0
901.28,0,1749,1,46.0,12,2019,0.8,0.313,0,0,0,0,0,0,0,0,0,0,1,0,0
11.29,0,4870,1,62.0,12,2019,0.325,0.734,0,0,1,0,0,0,0,0,0,0,0,0,0
17.86,0,2435,1,52.0,12,2019,0.773,0.654,0,1,0,0,0,0,0,0,0,0,0,0,0
957.75,1,471,1,78.0,12,2019,0.564,0.955,0,0,0,0,0,0,0,0,0,0,1,0,0
1197.23,0,4870,1,62.0,12,2019,0.127,0.269,0,0,0,0,0,0,0,0,0,0,1,0,0
8.71,1,190178,1,46.0,12,2019,0.889,0.841,0,0,0,0,0,0,0,0,1,0,0,0,0
590.55,1,471,1,78.0,12,2019,0.003,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0
837.97,0,1749,1,46.0,12,2019,0.104,0.166,0,0,0,0,0,0,0,0,0,0,0,1,0
570.24,1,471,1,78.0,12,2019,0.784,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0
247.02,0,1749,1,46.0,12,2019,0.113,0.835,0,0,0,0,0,1,0,0,0,0,0,0,0
834.59,1,471,1,78.0,12,2019,0.05,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0
325.9,0,2435,1,52.0,12,2019,0.173,0.466,0,0,0,1,0,0,0,0,0,0,0,0,0
776.34,1,471,1,78.0,12,2019,0.188,0.494,0,0,0,0,0,0,0,1,0,0,0,0,0
1026.09,0,4870,1,62.0,12,2019,0.692,0.552,0,0,0,0,0,0,0,0,0,0,1,0,0
1001.97,0,2435,1,52.0,12,2019,0.311,0.887,0,0,0,0,0,0,0,0,0,0,1,0,0
831.68,0,2435,1,52.0,12,2019,0.745,0.744,0,0,0,0,0,0,0,0,0,0,1,0,0
885.44,0,4870,1,62.0,12,2019,0.141,0.747,0,0,0,0,0,0,0,0,0,0,1,0,0
989.25,0,4870,1,62.0,12,2019,0.668,0.833,0,0,0,0,0,0,0,0,0,0,0,1,0
812.12,0,4870,1,62.0,12,2019,0.754,0.966,0,0,0,0,0,0,0,1,0,0,0,0,0
954.97,1,190178,1,46.0,12,2019,0.414,0.701,0,0,0,0,0,0,0,0,0,0,1,0,0
8.27,1,168,1,41.0,12,2019,0.056,0.235,0,1,0,0,0,0,0,0,0,0,0,0,0
300.66,1,1645,1,43.0,12,2019,0.053,0.458,0,0,0,1,0,0,0,0,0,0,0,0,0
318.75,0,104,1,92.0,12,2019,0.522,0.928,0,0,0,1,0,0,0,0,0,0,0,0,0
265.12,1,168,1,41.0,12,2019,0.165,0.605,0,0,0,1,0,0,0,0,0,0,0,0,0
315.76,0,4870,1,62.0,12,2019,0.771,0.145,0,0,0,1,0,0,0,0,0,0,0,0,0
301.29,1,168,1,41.0,12,2019,0.106,0.697,0,0,0,1,0,0,0,0,0,0,0,0,0
341.96,0,2435,1,52.0,12,2019,0.117,0.381,0,0,0,1,0,0,0,0,0,0,0,0,0
281.48,0,4870,1,62.0,12,2019,0.789,0.701,0,0,0,1,0,0,0,0,0,0,0,0,0
270.78,1,168,1,41.0,12,2019,0.108,0.094,0,0,0,1,0,0,0,0,0,0,0,0,0
333.56,0,104,1,92.0,12,2019,0.989,0.108,0,0,0,1,0,0,0,0,0,0,0,0,0
791.62,0,104,1,92.0,12,2019,0.735,0.461,0,0,0,0,0,0,0,0,0,0,0,1,0
1155.44,0,4870,1,62.0,12,2019,0.6,0.412,0,0,0,0,0,0,0,0,0,0,1,0,0
669.39,1,1645,1,43.0,12,2019,0.427,0.006,0,0,0,0,0,0,0,0,0,0,0,1,0
877.23,0,104,1,92.0,12,2019,0.651,0.947,0,0,0,0,0,0,0,0,0,0,1,0,0
808.28,0,104,1,92.0,12,2019,0.365,0.179,0,0,0,0,0,0,0,0,0,0,1,0,0
19.7,0,4870,1,62.0,12,2019,0.959,0.749,0,0,0,0,0,0,0,0,0,1,0,0,0
1058.76,0,4870,1,62.0,12,2019,0.856,0.273,0,0,0,0,0,0,0,0,0,0,0,1,0
1177.64,1,168,1,41.0,12,2019,0.668,0.57,0,0,0,0,0,0,0,0,0,0,1,0,0
917.79,0,104,1,92.0,12,2019,0.994,0.958,0,0,0,0,0,0,0,0,0,0,1,0,0
293.39,1,1645,1,43.0,12,2019,0.963,0.41,0,0,0,1,0,0,0,0,0,0,0,0,0
759.35,0,4870,1,62.0,12,2019,0.366,0.465,0,0,0,0,0,0,0,1,0,0,0,0,0
774.71,1,168,1,41.0,12,2019,0.685,0.687,0,0,0,0,0,0,0,1,0,0,0,0,0
325.43,0,104,1,92.0,12,2019,0.2,0.462,0,0,0,1,0,0,0,0,0,0,0,0,0
882.81,1,1645,1,43.0,12,2019,0.959,0.138,0,0,0,0,0,0,0,1,0,0,0,0,0
972.02,1,168,1,41.0,12,2019,0.571,0.186,0,0,0,0,0,0,0,0,0,0,1,0,0
841.19,0,2435,1,52.0,12,2019,0.717,0.155,0,0,0,0,0,0,0,1,0,0,0,0,0
51.41,0,104,1,92.0,12,2019,0.731,0.424,0,0,0,0,0,0,0,0,1,0,0,0,0
973.99,1,1645,1,43.0,12,2019,0.004,0.392,0,0,0,0,0,0,0,0,0,0,1,0,0
49.3,0,2435,1,52.0,12,2019,0.884,0.251,0,0,0,0,0,0,0,0,0,1,0,0,0
1115.07,1,1645,1,43.0,12,2019,0.846,0.447,0,0,0,0,0,0,0,0,0,0,1,0,0
326.57,1,1645,1,43.0,12,2019,0.781,0.161,0,0,0,1,0,0,0,0,0,0,0,0,0
729.29,1,168,1,41.0,12,2019,0.423,0.744,0,0,0,0,0,0,0,1,0,0,0,0,0
302.07,1,168,1,41.0,12,2019,0.686,0.954,0,0,0,1,0,0,0,0,0,0,0,0,0
11.0,1,1645,1,43.0,12,2019,0.859,0.792,0,1,0,0,0,0,0,0,0,0,0,0,0
293.09,1,168,1,41.0,12,2019,0.672,0.029,0,0,0,1,0,0,0,0,0,0,0,0,0
9.12,1,1645,1,43.0,12,2019,0.323,0.496,0,1,0,0,0,0,0,0,0,0,0,0,0
286.93,1,1645,1,43.0,12,2019,0.351,0.467,0,0,0,1,0,0,0,0,0,0,0,0,0
917.85,0,104,1,92.0,12,2019,0.727,0.775,0,0,0,0,0,0,0,1,0,0,0,0,0
938.89,1,168,1,41.0,12,2019,0.692,0.985,0,0,0,0,0,0,0,1,0,0,0,0,0
814.54,1,214518,1,59.0,12,2019,0.732,0.244,0,0,0,0,0,0,0,0,0,0,0,1,0
793.37,0,104,1,92.0,12,2019,0.664,0.862,0,0,0,0,0,0,0,1,0,0,0,0,0
808.97,0,2016,1,66.0,12,2019,0.69,0.276,0,0,0,0,0,0,0,1,0,0,0,0,0
940.37,1,214518,1,59.0,12,2019,0.135,0.337,0,0,0,0,0,0,0,0,0,0,1,0,0
977.42,0,2016,1,66.0,12,2019,0.172,0.364,0,0,0,0,0,0,0,0,0,0,1,0,0
1055.57,1,1645,1,43.0,12,2019,0.571,0.354,0,0,0,0,0,0,0,0,0,0,1,0,0
940.77,0,2016,1,66.0,12,2019,0.648,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0
916.24,1,214518,1,59.0,12,2019,0.253,0.67,0,0,0,0,0,0,0,0,0,0,1,0,0
699.76,0,104,1,92.0,12,2019,0.906,0.303,0,0,0,0,0,0,0,1,0,0,0,0,0
1195.5,1,1645,1,43.0,12,2019,0.629,0.848,0,0,0,0,0,0,0,0,0,0,1,0,0
1130.56,1,168,1,41.0,12,2019,0.578,0.334,0,0,0,0,0,0,0,0,0,0,1,0,0
802.49,1,214518,1,59.0,12,2019,0.965,0.412,0,0,0,0,0,0,0,1,0,0,0,0,0
863.66,0,104,1,92.0,12,2019,0.953,0.308,0,0,0,0,0,0,0,0,0,0,1,0,0
279.22,1,214518,1,59.0,12,2019,0.959,0.745,0,0,0,1,0,0,0,0,0,0,0,0,0
752.56,1,214518,1,59.0,12,2019,0.272,0.868,0,0,0,0,0,0,0,1,0,0,0,0,0
1203.86,1,168,1,41.0,12,2019,0.139,0.472,0,0,0,0,0,0,0,0,0,0,1,0,0
291.24,0,2016,1,66.0,1,2020,0.731,0.324,0,0,0,1,0,0,0,0,0,0,0,0,0
834.49,1,214518,1,59.0,1,2020,0.407,0.462,0,0,0,0,0,0,0,0,0,0,1,0,0
764.92,1,214518,1,59.0,1,2020,0.353,0.777,0,0,0,0,0,0,0,1,0,0,0,0,0
259.57,1,26120,1,65.0,1,2020,0.674,0.177,0,0,0,1,0,0,0,0,0,0,0,0,0
316.64,1,26120,1,65.0,1,2020,0.773,0.448,0,0,0,1,0,0,0,0,0,0,0,0,0
305.71,1,26120,1,65.0,1,2020,0.996,0.861,0,0,0,1,0,0,0,0,0,0,0,0,0
8.91,1,26120,1,65.0,1,2020,0.833,0.028,0,1,0,0,0,0,0,0,0,0,0,0,0
11.32,1,207410,1,35.0,1,2020,0.102,0.055,0,1,0,0,0,0,0,0,0,0,0,0,0
265.52,1,26120,1,65.0,1,2020,0.091,0.509,0,0,0,1,0,0,0,0,0,0,0,0,0
12.3,1,207410,1,35.0,1,2020,0.054,0.263,0,0,1,0,0,0,0,0,0,0,0,0,0
324.39,1,207410,1,35.0,1,2020,0.133,0.266,0,0,0,1,0,0,0,0,0,0,0,0,0
950.46,1,1595797,1,44.0,1,2020,0.267,0.278,0,0,0,0,0,0,0,1,0,0,0,0,0
286.46,1,26120,1,65.0,1,2020,0.694,0.021,0,0,0,1,0,0,0,0,0,0,0,0,0
737.99,1,26120,1,65.0,1,2020,0.212,0.696,0,0,0,0,0,0,0,1,0,0,0,0,0
885.8,1,1595797,1,44.0,1,2020,0.879,0.736,0,0,0,0,0,0,0,1,0,0,0,0,0
757.9,1,26120,1,65.0,1,2020,0.283,0.776,0,0,0,0,0,0,0,1,0,0,0,0,0
843.72,1,1595797,1,44.0,1,2020,0.958,0.86,0,0,0,0,0,0,0,0,0,0,1,0,0
277.45,1,207410,1,35.0,1,2020,0.247,0.062,0,0,0,1,0,0,0,0,0,0,0,0,0
777.16,1,1595797,1,44.0,1,2020,0.472,0.945,0,0,0,0,0,0,0,1,0,0,0,0,0
286.39,1,134056,1,63.0,1,2020,0.665,0.248,0,0,0,1,0,0,0,0,0,0,0,0,0
688.73,0,1412,1,49.0,1,2020,0.567,0.205,0,0,0,0,0,0,0,1,0,0,0,0,0
351.61,0,1412,1,49.0,1,2020,0.61,0.946,0,0,0,1,0,0,0,0,0,0,0,0,0
349.66,0,1412,1,49.0,1,2020,0.157,0.66,0,0,0,1,0,0,0,0,0,0,0,0,0
832.04,1,1595797,1,44.0,1,2020,0.411,0.359,0,0,0,0,0,0,0,1,0,0,0,0,0
288.72,1,1595797,1,44.0,1,2020,0.62,0.164,0,0,0,1,0,0,0,0,0,0,0,0,0
8.97,1,207410,1,35.0,1,2020,0.599,0.067,0,1,0,0,0,0,0,0,0,0,0,0,0
12.82,1,207410,1,35.0,1,2020,0.356,0.791,0,1,0,0,0,0,0,0,0,0,0,0,0
966.13,1,134056,1,63.0,1,2020,0.908,0.076,0,0,0,0,0,0,0,0,0,0,0,1,0
1051.0,1,207410,1,35.0,1,2020,0.081,0.575,0,0,0,0,0,0,0,0,0,0,1,0,0
